NaN,NaN
king\0.png,0
king\0.png,0
king\1.png,0
king\1.png,0
king\2.png,0
king\2.png,0
king\3.png,0
king\3.png,0
king\5.png,0
king\5.png,0
king\6.png,0
king\6.png,0
king\7.png,0
king\7.png,0
king\8.png,0
king\8.png,0
king\9.png,0
king\9.png,0
king\10.png,0
king\10.png,0
king\11.png,0
king\11.png,0
king\12.png,0
king\12.png,0
king\13.png,0
king\13.png,0
king\14.png,0
king\14.png,0
king\15.png,0
king\15.png,0
king\16.png,0
king\16.png,0
king\18.png,0
king\18.png,0
king\19.png,0
king\19.png,0
king\20.png,0
king\20.png,0
king\21.png,0
king\21.png,0
king\22.png,0
king\22.png,0
king\23.png,0
king\23.png,0
king\24.png,0
king\24.png,0
king\27.png,0
king\27.png,0
king\28.png,0
king\28.png,0
king\30.png,0
king\30.png,0
king\31.png,0
king\31.png,0
king\33.png,0
king\33.png,0
pawn\207.png,1
pawn\207.png,1
pawn\208.png,1
pawn\208.png,1
pawn\209.png,1
pawn\209.png,1
pawn\211.png,1
pawn\211.png,1
pawn\212.png,1
pawn\212.png,1
pawn\213.png,1
pawn\213.png,1
pawn\214.png,1
pawn\214.png,1
pawn\216.png,1
pawn\216.png,1
pawn\219.png,1
pawn\219.png,1
pawn\220.png,1
pawn\220.png,1
pawn\221.png,1
pawn\221.png,1
pawn\222.png,1
pawn\222.png,1
pawn\223.png,1
pawn\223.png,1
pawn\224.png,1
pawn\224.png,1
pawn\225.png,1
pawn\225.png,1
pawn\228.png,1
pawn\228.png,1
pawn\229.png,1
pawn\229.png,1
pawn\231.png,1
pawn\231.png,1
pawn\232.png,1
pawn\232.png,1
pawn\233.png,1
pawn\233.png,1
pawn\234.png,1
pawn\234.png,1
pawn\235.png,1
pawn\235.png,1
pawn\236.png,1
pawn\236.png,1
pawn\237.png,1
pawn\237.png,1
pawn\239.png,1
pawn\239.png,1
pawn\240.png,1
pawn\240.png,1
pawn\241.png,1
pawn\241.png,1
pawn\242.png,1
pawn\242.png,1
pawn\244.png,1
pawn\244.png,1
pawn\246.png,1
pawn\246.png,1
pawn\247.png,1
pawn\247.png,1
pawn\248.png,1
pawn\248.png,1
pawn\249.png,1
pawn\249.png,1
pawn\250.png,1
pawn\250.png,1
pawn\251.png,1
pawn\251.png,1
pawn\252.png,1
pawn\252.png,1
pawn\253.png,1
pawn\253.png,1
pawn\254.png,1
pawn\254.png,1
pawn\255.png,1
pawn\255.png,1
pawn\257.png,1
pawn\257.png,1
pawn\258.png,1
pawn\258.png,1
pawn\261.png,1
pawn\261.png,1
pawn\262.png,1
pawn\262.png,1
pawn\263.png,1
pawn\263.png,1
pawn\264.png,1
pawn\264.png,1
pawn\265.png,1
pawn\265.png,1
pawn\267.png,1
pawn\267.png,1
pawn\268.png,1
pawn\268.png,1
pawn\269.png,1
pawn\269.png,1
pawn\270.png,1
pawn\270.png,1
pawn\271.png,1
pawn\271.png,1
pawn\273.png,1
pawn\273.png,1
pawn\274.png,1
pawn\274.png,1
pawn\275.png,1
pawn\275.png,1
pawn\278.png,1
pawn\278.png,1
pawn\279.png,1
pawn\279.png,1
pawn\280.png,1
pawn\280.png,1
pawn\282.png,1
pawn\282.png,1
pawn\284.png,1
pawn\284.png,1
pawn\285.png,1
pawn\285.png,1
pawn\286.png,1
pawn\286.png,1
pawn\287.png,1
pawn\287.png,1
pawn\289.png,1
pawn\289.png,1
pawn\290.png,1
pawn\290.png,1
pawn\291.png,1
pawn\291.png,1
pawn\292.png,1
pawn\292.png,1
pawn\293.png,1
pawn\293.png,1
pawn\295.png,1
pawn\295.png,1
pawn\297.png,1
pawn\297.png,1
pawn\298.png,1
pawn\298.png,1
pawn\299.png,1
pawn\299.png,1
pawn\300.png,1
pawn\300.png,1
pawn\301.png,1
pawn\301.png,1
pawn\302.png,1
pawn\302.png,1
pawn\303.png,1
pawn\303.png,1
pawn\304.png,1
pawn\304.png,1
pawn\305.png,1
pawn\305.png,1
pawn\306.png,1
pawn\306.png,1
pawn\307.png,1
pawn\307.png,1
pawn\308.png,1
pawn\308.png,1
pawn\309.png,1
pawn\309.png,1
pawn\310.png,1
pawn\310.png,1
pawn\311.png,1
pawn\311.png,1
pawn\314.png,1
pawn\314.png,1
pawn\316.png,1
pawn\316.png,1
pawn\317.png,1
pawn\317.png,1
pawn\318.png,1
pawn\318.png,1
pawn\320.png,1
pawn\320.png,1
pawn\322.png,1
pawn\322.png,1
pawn\324.png,1
pawn\324.png,1
pawn\325.png,1
pawn\325.png,1
pawn\326.png,1
pawn\326.png,1
pawn\327.png,1
pawn\327.png,1
pawn\328.png,1
pawn\328.png,1
pawn\329.png,1
pawn\329.png,1
pawn\330.png,1
pawn\330.png,1
pawn\331.png,1
pawn\331.png,1
pawn\333.png,1
pawn\333.png,1
pawn\335.png,1
pawn\335.png,1
pawn\336.png,1
pawn\336.png,1
pawn\337.png,1
pawn\337.png,1
pawn\338.png,1
pawn\338.png,1
pawn\339.png,1
pawn\339.png,1
pawn\340.png,1
pawn\340.png,1
pawn\341.png,1
pawn\341.png,1
pawn\342.png,1
pawn\342.png,1
pawn\343.png,1
pawn\343.png,1
pawn\344.png,1
pawn\344.png,1
pawn\345.png,1
pawn\345.png,1
pawn\346.png,1
pawn\346.png,1
pawn\347.png,1
pawn\347.png,1
pawn\348.png,1
pawn\348.png,1
pawn\349.png,1
pawn\349.png,1
pawn\350.png,1
pawn\350.png,1
pawn\351.png,1
pawn\351.png,1
pawn\353.png,1
pawn\353.png,1
pawn\354.png,1
pawn\354.png,1
pawn\355.png,1
pawn\355.png,1
pawn\356.png,1
pawn\356.png,1
pawn\358.png,1
pawn\358.png,1
pawn\360.png,1
pawn\360.png,1
pawn\361.png,1
pawn\361.png,1
pawn\362.png,1
pawn\362.png,1
pawn\363.png,1
pawn\363.png,1
pawn\364.png,1
pawn\364.png,1
pawn\365.png,1
pawn\365.png,1
pawn\366.png,1
pawn\366.png,1
pawn\367.png,1
pawn\367.png,1
pawn\368.png,1
pawn\368.png,1
pawn\369.png,1
pawn\369.png,1
pawn\370.png,1
pawn\370.png,1
pawn\371.png,1
pawn\371.png,1
pawn\372.png,1
pawn\372.png,1
